name,kind,dropped,n,S_max,eps_inf,lam,R2,d_aicc,identified
Pythia v0 pythia-1.4b / LAMBADA,LLM ladder,3,7,0.8603,0.33736,0.2586,0.9947,2.02,True
Pythia v0 pythia-1.4b / LAMBADA,LLM ladder,4,6,0.8255,0.364882,0.2904,0.9955,-0.92,True
Pythia v0 pythia-1.4b / PIQA,LLM ladder,0,9,0.5523,0.474805,0.1573,0.993,6.06,True
Pythia v0 pythia-1.4b / PIQA,LLM ladder,1,8,0.5429,0.483965,0.164,0.9927,4.18,True
Pythia v0 pythia-1.4b / PIQA,LLM ladder,2,7,0.5336,0.490891,0.1693,0.992,1.07,True
Pythia v0 pythia-1.4b / PIQA,LLM ladder,3,6,0.517,0.505723,0.1815,0.9913,-3.09,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,0,14,1.0178,0.133976,0.1322,0.9969,2.98,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,1,13,1.0085,0.126641,0.1299,0.9968,1.19,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,2,12,1.0039,0.118642,0.1275,0.9967,-0.42,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,3,11,0.9948,0.11999,0.1279,0.9964,-1.41,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,4,10,0.9619,0.15775,0.1396,0.997,0.19,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,5,9,0.9517,0.185143,0.1495,0.9972,0.7,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,6,8,0.8775,0.239486,0.1735,0.9992,9.31,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,7,7,0.8735,0.215477,0.1622,0.9995,5.38,True
Pythia v0 pythia-12b / ARC-Easy / 5-shot,LLM ladder,8,6,0.8417,0.22105,0.1646,0.9994,-0.63,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,0,14,1.2196,0.14162,0.1564,0.9979,11.28,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,1,13,1.2091,0.140576,0.1559,0.9978,8.73,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,2,12,1.2078,0.140028,0.1556,0.9977,6.31,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,3,11,1.1822,0.149854,0.1604,0.9977,5.5,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,4,10,1.1473,0.166646,0.1691,0.998,6.38,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,5,9,1.1418,0.173788,0.173,0.9979,4.53,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,6,8,1.0938,0.200461,0.1892,0.9987,7.19,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,7,7,1.0737,0.207321,0.1938,0.9986,3.48,True
Pythia v0 pythia-12b / LAMBADA,LLM ladder,8,6,1.026,0.225828,0.207,0.9987,-0.14,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,0,13,1.1298,0.118464,0.1506,0.9967,2.7,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,1,12,1.122,0.106672,0.1465,0.9967,0.63,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,2,11,1.1131,0.092925,0.1419,0.9967,-1.26,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,3,10,1.1007,0.076356,0.1368,0.9967,-2.92,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,4,9,1.0783,0.085759,0.1396,0.9964,-3.47,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,5,8,1.0714,0.100467,0.1441,0.9961,-4.25,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,6,7,0.9873,0.163878,0.1671,0.9972,-3.18,True
Pythia v0 pythia-12b / LAMBADA / 5-shot,LLM ladder,7,6,0.9499,0.116836,0.1496,0.9972,-8.87,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,0,13,0.7456,0.195239,0.0933,0.9943,-0.69,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,1,12,0.732,0.197123,0.0937,0.9939,-1.4,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,2,11,0.7185,0.179441,0.09,0.9936,-2.58,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,3,10,0.7096,0.181688,0.0905,0.993,-3.22,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,4,9,0.7052,0.199751,0.0942,0.9924,-3.77,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,5,8,0.6642,0.270706,0.1121,0.9929,-3.53,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,6,7,0.6558,0.225828,0.1002,0.9926,-6.12,True
Pythia v0 pythia-12b / PIQA / 5-shot,LLM ladder,7,6,0.6289,0.19,0.0925,0.9917,-9.66,True
Pythia v0 pythia-12b / SciQ,LLM ladder,0,9,2.3026,0.012567,0.1622,0.9939,-4.61,True
Pythia v0 pythia-12b / SciQ,LLM ladder,1,8,2.1657,0.039412,0.1866,0.9966,-2.68,True
Pythia v0 pythia-12b / SciQ,LLM ladder,2,7,2.1314,0.04449,0.192,0.9963,-4.49,True
Pythia v0 pythia-12b / SciQ,LLM ladder,3,6,2.025,0.052918,0.2016,0.9958,-8.14,True
Pythia v0 pythia-12b / SciQ / 5-shot,LLM ladder,0,10,2.7699,0.042365,0.3276,0.9959,9.45,True
Pythia v0 pythia-12b / SciQ / 5-shot,LLM ladder,1,9,2.7489,0.042002,0.3265,0.9957,6.07,True
Pythia v0 pythia-12b / SciQ / 5-shot,LLM ladder,2,8,2.7081,0.042105,0.3268,0.9954,2.79,True
Pythia v0 pythia-12b / SciQ / 5-shot,LLM ladder,3,7,2.6882,0.040262,0.3215,0.9952,-1.57,True
Pythia v0 pythia-12b / SciQ / 5-shot,LLM ladder,4,6,2.577,0.043889,0.3314,0.9949,-5.65,True
Pythia v0 pythia-1b / ARC-Easy / 5-shot,LLM ladder,0,10,0.6259,0.183475,0.0685,0.9932,-3.53,True
Pythia v0 pythia-1b / ARC-Easy / 5-shot,LLM ladder,1,9,0.6238,0.0,0.0495,0.9944,-4.8,False
Pythia v0 pythia-1b / ARC-Easy / 5-shot,LLM ladder,2,8,0.5959,0.054129,0.0538,0.9938,-5.58,True
Pythia v0 pythia-1b / ARC-Easy / 5-shot,LLM ladder,3,7,0.5868,0.124272,0.0607,0.993,-6.9,True
Pythia v0 pythia-1b / ARC-Easy / 5-shot,LLM ladder,4,6,0.5462,0.314662,0.0927,0.994,-8.85,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,0,12,0.843,0.330998,0.152,0.9907,6.25,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,1,11,0.8318,0.350134,0.1664,0.9921,7.89,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,2,10,0.8071,0.369523,0.1839,0.994,10.14,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,3,9,0.7972,0.378366,0.193,0.9941,8.55,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,4,8,0.7946,0.388394,0.2043,0.994,6.42,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,5,7,0.7716,0.41297,0.2383,0.9961,7.13,True
Pythia v0 pythia-1b / LAMBADA,LLM ladder,6,6,0.7293,0.436361,0.2831,0.9974,4.13,True
Pythia v0 pythia-1b / PIQA,LLM ladder,0,10,0.5466,0.462627,0.1267,0.9901,2.55,True
Pythia v0 pythia-1b / PIQA,LLM ladder,1,9,0.5262,0.491423,0.1452,0.9917,3.89,True
Pythia v0 pythia-1b / PIQA,LLM ladder,2,8,0.5188,0.496711,0.1492,0.9909,1.51,True
Pythia v0 pythia-1b / PIQA,LLM ladder,3,7,0.517,0.496836,0.1493,0.9898,-2.08,True
Pythia v0 pythia-1b / PIQA,LLM ladder,4,6,0.4953,0.536927,0.1871,0.9901,-4.73,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,0,14,0.5392,0.454982,0.1175,0.9783,0.83,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,1,13,0.5354,0.474705,0.1286,0.9781,1.05,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,2,12,0.5317,0.497593,0.1444,0.9786,1.59,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,3,11,0.5243,0.523343,0.1673,0.9806,2.78,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,4,10,0.5188,0.546892,0.1954,0.9838,4.44,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,5,9,0.5007,0.57072,0.2349,0.9906,8.73,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,6,8,0.4847,0.584559,0.2656,0.9939,10.64,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,7,7,0.4741,0.591395,0.2835,0.9945,8.08,True
Pythia v0 pythia-1b / PIQA / 5-shot,LLM ladder,8,6,0.4689,0.594758,0.2929,0.9942,2.37,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,0,11,2.1657,0.101598,0.387,0.9933,15.07,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,1,10,2.1542,0.105083,0.3997,0.9936,13.13,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,2,9,2.0983,0.110375,0.4203,0.9943,11.79,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,3,8,2.0557,0.114412,0.4372,0.9945,8.63,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,4,7,2.0454,0.119006,0.4573,0.9947,5.26,True
Pythia v0 pythia-1b / SciQ / 5-shot,LLM ladder,5,6,2.0149,0.12848,0.5039,0.996,2.15,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,0,12,1.0897,0.241757,0.1899,0.9973,17.35,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,1,11,1.059,0.251164,0.1975,0.9977,17.38,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,2,10,1.0507,0.251784,0.198,0.9975,13.8,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,3,9,1.0217,0.253604,0.1994,0.9974,10.2,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,4,8,1.0195,0.250553,0.1971,0.9972,6.36,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,5,7,0.9961,0.257659,0.2026,0.9971,3.09,True
Pythia v0 pythia-2.8b / LAMBADA,LLM ladder,6,6,0.961,0.260585,0.2049,0.9967,-2.37,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,0,11,0.9951,0.235271,0.1746,0.9937,5.35,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,1,10,0.9753,0.24205,0.1785,0.9933,3.53,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,2,9,0.9375,0.254432,0.1858,0.993,2.1,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,3,8,0.933,0.258987,0.1885,0.9924,-0.14,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,4,7,0.891,0.284279,0.2052,0.9922,-1.75,True
Pythia v0 pythia-2.8b / LAMBADA / 5-shot,LLM ladder,5,6,0.8543,0.284938,0.2056,0.9912,-6.82,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,0,11,0.6495,0.339091,0.1154,0.9984,13.62,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,1,10,0.6453,0.333394,0.1134,0.9983,9.89,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,2,9,0.6268,0.327956,0.1116,0.9982,5.82,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,3,8,0.6228,0.282214,0.0983,0.9985,0.93,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,4,7,0.5928,0.295263,0.1017,0.9983,-2.62,True
Pythia v0 pythia-2.8b / PIQA,LLM ladder,5,6,0.5618,0.376363,0.1288,0.9994,1.38,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,0,13,0.6642,0.38907,0.1452,0.9863,4.05,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,1,12,0.6412,0.406826,0.1559,0.9862,3.95,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,2,11,0.6309,0.40479,0.1546,0.9854,1.94,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,3,10,0.6289,0.406582,0.1557,0.9844,0.43,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,4,9,0.6147,0.421375,0.1655,0.9835,-0.55,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,5,8,0.6067,0.431725,0.173,0.9821,-2.12,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,6,7,0.6047,0.454119,0.1914,0.9808,-3.87,True
Pythia v0 pythia-2.8b / PIQA / 5-shot,LLM ladder,7,6,0.5656,0.511869,0.2635,0.9848,-4.95,True
Pythia v0 pythia-410m / ARC-Easy,LLM ladder,0,10,0.4216,0.603128,0.223,0.9938,16.85,True
Pythia v0 pythia-410m / ARC-Easy,LLM ladder,1,9,0.4165,0.583474,0.1961,0.9953,11.4,True
Pythia v0 pythia-410m / ARC-Easy,LLM ladder,2,8,0.4122,0.572283,0.184,0.9954,6.46,True
Pythia v0 pythia-410m / ARC-Easy,LLM ladder,3,7,0.3988,0.573337,0.185,0.9949,2.25,True
Pythia v0 pythia-410m / ARC-Easy,LLM ladder,4,6,0.3979,0.54708,0.1628,0.9953,-4.04,True
Pythia v0 pythia-410m / LAMBADA,LLM ladder,0,10,0.7157,0.342067,0.1573,0.9977,11.89,True
Pythia v0 pythia-410m / LAMBADA,LLM ladder,1,9,0.6764,0.367733,0.1712,0.9985,14.32,True
Pythia v0 pythia-410m / LAMBADA,LLM ladder,2,8,0.6711,0.345537,0.1592,0.9988,9.42,True
Pythia v0 pythia-410m / LAMBADA,LLM ladder,3,7,0.6448,0.352898,0.1629,0.9987,4.46,True
Pythia v0 pythia-410m / LAMBADA,LLM ladder,4,6,0.6189,0.378087,0.1765,0.9989,0.88,True
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,0,12,0.8109,0.117219,0.094,0.9953,-2.42,True
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,1,11,0.7946,0.064919,0.0851,0.9955,-3.66,True
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,2,10,0.7762,0.0,0.0763,0.9956,-4.29,False
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,3,9,0.7569,0.0,0.0765,0.9953,-4.8,False
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,4,8,0.7557,0.0,0.0769,0.9951,-5.6,False
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,5,7,0.7113,0.0,0.0765,0.9947,-7.0,False
Pythia v0 pythia-6.9b / ARC-Easy,LLM ladder,6,6,0.6988,0.0,0.0773,0.9948,-10.0,False
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,0,14,0.9188,0.190489,0.1313,0.9978,9.69,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,1,13,0.9062,0.181182,0.1282,0.9978,6.94,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,2,12,0.9035,0.162533,0.1224,0.998,4.09,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,3,11,0.8952,0.145639,0.1177,0.9981,1.33,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,4,10,0.8668,0.124336,0.1123,0.9981,-1.29,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,5,9,0.8614,0.092966,0.1053,0.9982,-3.46,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,6,8,0.8275,0.08874,0.1044,0.998,-4.74,True
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,7,7,0.8122,0.0,0.0892,0.9987,-7.0,False
Pythia v0 pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,8,6,0.8084,0.0,0.0901,0.9991,-10.0,False
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,0,13,1.128,0.203919,0.1868,0.9968,15.13,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,1,12,1.122,0.199505,0.1839,0.9968,11.64,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,2,11,1.1119,0.194872,0.1811,0.9966,8.1,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,3,10,1.1013,0.186924,0.1765,0.9965,4.25,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,4,9,1.0754,0.206993,0.1882,0.9969,4.66,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,5,8,1.0228,0.229003,0.2026,0.9974,4.94,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,6,7,0.9878,0.223951,0.1992,0.9972,0.6,True
Pythia v0 pythia-6.9b / LAMBADA,LLM ladder,7,6,0.9748,0.182945,0.1757,0.998,-5.39,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,0,12,1.0282,0.16281,0.153,0.9931,1.2,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,1,11,1.0179,0.141975,0.1453,0.9931,-1.04,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,2,10,0.9956,0.125809,0.14,0.9928,-2.62,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,3,9,0.9893,0.114203,0.1365,0.9923,-3.81,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,4,8,0.955,0.12025,0.1382,0.9915,-4.83,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,5,7,0.9019,0.08784,0.1293,0.9907,-6.78,True
Pythia v0 pythia-6.9b / LAMBADA / 5-shot,LLM ladder,6,6,0.8653,0.013829,0.1131,0.9902,-10.0,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,0,12,0.6748,0.420795,0.1808,0.9882,8.26,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,1,11,0.6684,0.421807,0.1816,0.9876,6.28,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,2,10,0.6663,0.421612,0.1815,0.9869,4.12,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,3,9,0.6621,0.429938,0.1886,0.9863,2.85,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,4,8,0.6474,0.444036,0.2016,0.9863,1.8,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,5,7,0.6208,0.456043,0.214,0.9856,-0.34,True
Pythia v0 pythia-6.9b / PIQA,LLM ladder,6,6,0.6147,0.446887,0.2047,0.9844,-5.38,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,0,11,0.714,0.247566,0.1001,0.9932,-0.68,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,1,10,0.703,0.264546,0.1046,0.9927,-1.18,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,2,9,0.677,0.281605,0.1095,0.992,-2.05,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,3,8,0.6706,0.271438,0.1066,0.9911,-3.88,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,4,7,0.6289,0.327751,0.1248,0.9911,-4.53,True
Pythia v0 pythia-6.9b / PIQA / 5-shot,LLM ladder,5,6,0.6268,0.244082,0.0998,0.9915,-9.28,True
Pythia v0 pythia-6.9b / SciQ / 5-shot,LLM ladder,0,10,2.6882,0.003933,0.2131,0.9943,-4.22,True
Pythia v0 pythia-6.9b / SciQ / 5-shot,LLM ladder,1,9,2.6127,0.0,0.2089,0.9946,-4.8,False
Pythia v0 pythia-6.9b / SciQ / 5-shot,LLM ladder,2,8,2.5947,0.0,0.2107,0.9952,-5.6,False
Pythia v0 pythia-6.9b / SciQ / 5-shot,LLM ladder,3,7,2.5596,0.0,0.2109,0.9948,-7.0,False
Pythia v0 pythia-6.9b / SciQ / 5-shot,LLM ladder,4,6,2.5092,0.0,0.21,0.9943,-10.0,False
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,0,12,0.7297,0.294646,0.1194,0.9986,14.76,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,1,11,0.7274,0.283313,0.1154,0.9987,11.97,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,2,10,0.7239,0.275598,0.1128,0.9986,8.76,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,3,9,0.7216,0.275186,0.1127,0.9985,5.82,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,4,8,0.7078,0.297261,0.1202,0.9987,5.4,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,5,7,0.682,0.324192,0.1306,0.9988,4.17,True
Pythia v1 deduped pythia-1.4b / ARC-Easy / 5-shot,LLM ladder,6,6,0.646,0.274841,0.1128,0.999,-4.34,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,0,12,0.9687,0.31028,0.2128,0.9953,15.82,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,1,11,0.9651,0.317907,0.2189,0.9954,14.33,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,2,10,0.9125,0.331191,0.2298,0.9964,15.27,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,3,9,0.9111,0.333917,0.2321,0.9963,12.08,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,4,8,0.8755,0.341722,0.2387,0.9963,9.5,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,5,7,0.8727,0.341216,0.2383,0.996,4.96,True
Pythia v1 deduped pythia-1.4b / LAMBADA,LLM ladder,6,6,0.8466,0.348399,0.2443,0.9957,-0.58,True
Pythia v1 deduped pythia-1.4b / LAMBADA / 5-shot,LLM ladder,0,10,0.8709,0.281285,0.1575,0.9938,3.1,True
Pythia v1 deduped pythia-1.4b / LAMBADA / 5-shot,LLM ladder,1,9,0.8278,0.322315,0.182,0.9973,9.83,True
Pythia v1 deduped pythia-1.4b / LAMBADA / 5-shot,LLM ladder,2,8,0.789,0.340229,0.195,0.998,10.39,True
Pythia v1 deduped pythia-1.4b / LAMBADA / 5-shot,LLM ladder,3,7,0.7771,0.331203,0.1884,0.998,5.58,True
Pythia v1 deduped pythia-1.4b / LAMBADA / 5-shot,LLM ladder,4,6,0.7742,0.312599,0.1763,0.9982,-0.66,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,0,14,1.0131,0.111326,0.1206,0.9979,2.1,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,1,13,0.9993,0.11477,0.1216,0.9978,1.34,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,2,12,0.9678,0.118726,0.1227,0.9977,0.57,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,3,11,0.9619,0.095798,0.1166,0.9979,-1.53,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,4,10,0.9575,0.078103,0.1124,0.9978,-3.04,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,5,9,0.933,0.085444,0.1141,0.9977,-3.68,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,6,8,0.9062,0.084027,0.1138,0.9974,-4.84,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,7,7,0.8815,0.063056,0.1092,0.9972,-6.73,True
Pythia v1 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,8,6,0.8681,0.026779,0.1022,0.9969,-9.97,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,0,14,1.2557,0.189032,0.2081,0.9972,16.71,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,1,13,1.2281,0.195171,0.2118,0.9973,15.63,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,2,12,1.1987,0.19984,0.2147,0.9973,13.81,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,3,11,1.1936,0.202101,0.2161,0.9972,11.29,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,4,10,1.1777,0.208452,0.22,0.9972,9.45,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,5,9,1.1467,0.218192,0.2261,0.9973,8.0,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,6,8,1.1113,0.228266,0.2325,0.9973,5.99,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,7,7,1.0726,0.238116,0.239,0.9973,3.02,True
Pythia v1 deduped pythia-12b / LAMBADA,LLM ladder,8,6,1.0424,0.247769,0.2454,0.9971,-1.84,True
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,0,12,1.174,0.064245,0.1369,0.9932,-2.83,True
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,1,11,1.1689,0.019657,0.1247,0.9937,-3.87,True
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,2,10,1.1541,0.0,0.1203,0.9935,-4.29,False
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,3,9,1.076,0.029952,0.127,0.9936,-4.72,True
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,4,8,1.0754,0.0,0.1202,0.9934,-5.6,False
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,5,7,1.0233,0.009417,0.1221,0.9927,-7.0,True
Pythia v1 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,6,6,0.9862,0.0,0.1203,0.9918,-10.0,False
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,0,11,0.7736,0.218684,0.0963,0.9945,-0.93,True
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,1,10,0.7525,0.265188,0.1095,0.9947,-0.03,True
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,2,9,0.7074,0.315485,0.1283,0.9956,1.68,True
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,3,8,0.6964,0.301235,0.1225,0.9954,-1.24,True
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,4,7,0.6834,0.275464,0.1133,0.9951,-4.55,True
Pythia v1 deduped pythia-12b / PIQA / 5-shot,LLM ladder,5,6,0.677,0.218094,0.0973,0.9951,-9.13,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,0,11,2.3574,0.082129,0.3405,0.9914,5.87,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,1,10,2.316,0.086833,0.3484,0.9914,4.51,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,2,9,2.3026,0.092662,0.3585,0.9913,2.86,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,3,8,2.2134,0.103841,0.3779,0.9921,2.31,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,4,7,2.0768,0.117576,0.4017,0.9938,2.11,True
Pythia v1 deduped pythia-12b / SciQ,LLM ladder,5,6,2.005,0.130485,0.425,0.9949,-0.59,True
