label,family,device,precision,task,benchmark_class,n_sizes,n_front,eps_min,eps_inf,alpha,lambda_star,boot_lo,boot_hi,boot_se,R2,S_range,x_range,d_aicc,status
qwen1.5 | 1xA10 | float16 | ARC-Challenge,qwen/qwen1.5,1xA10,float16,ARC-Challenge,retired,6,6,0.48687,0.342261,0.3933,0.1966,0.1083,0.3478,0.0606,0.9953,0.629,3.347,-3.91,identified
distilgpt2 | 32vCPU-C7i | bfloat16 | GPQA,distilbert/distilgpt2,32vCPU-C7i,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | bfloat16 | IFEval,distilbert/distilgpt2,32vCPU-C7i,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | bfloat16 | MATH Lvl 5,distilbert/distilgpt2,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | bfloat16 | MMLU-PRO,distilbert/distilgpt2,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | bfloat16 | MuSR,distilbert/distilgpt2,32vCPU-C7i,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | BBH,distilbert/distilgpt2,32vCPU-C7i,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | GPQA,distilbert/distilgpt2,32vCPU-C7i,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | IFEval,distilbert/distilgpt2,32vCPU-C7i,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | MATH Lvl 5,distilbert/distilgpt2,32vCPU-C7i,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | MMLU-PRO,distilbert/distilgpt2,32vCPU-C7i,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float16 | MuSR,distilbert/distilgpt2,32vCPU-C7i,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | BBH,distilbert/distilgpt2,32vCPU-C7i,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | GPQA,distilbert/distilgpt2,32vCPU-C7i,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | IFEval,distilbert/distilgpt2,32vCPU-C7i,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | MATH Lvl 5,distilbert/distilgpt2,32vCPU-C7i,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | MMLU-PRO,distilbert/distilgpt2,32vCPU-C7i,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
distilgpt2 | 32vCPU-C7i | float32 | MuSR,distilbert/distilgpt2,32vCPU-C7i,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | ARC-Challenge,tiiuae/falcon,1xA10,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | BBH,tiiuae/falcon,1xA10,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | GSM8K,tiiuae/falcon,1xA10,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | HellaSwag,tiiuae/falcon,1xA10,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | IFEval,tiiuae/falcon,1xA10,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | MATH Lvl 5,tiiuae/falcon,1xA10,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | MMLU,tiiuae/falcon,1xA10,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | MMLU-PRO,tiiuae/falcon,1xA10,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | MuSR,tiiuae/falcon,1xA10,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | bfloat16 | Winogrande,tiiuae/falcon,1xA10,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | ARC-Challenge,tiiuae/falcon,1xA10,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | BBH,tiiuae/falcon,1xA10,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | GSM8K,tiiuae/falcon,1xA10,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | HellaSwag,tiiuae/falcon,1xA10,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | IFEval,tiiuae/falcon,1xA10,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | MATH Lvl 5,tiiuae/falcon,1xA10,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | MMLU,tiiuae/falcon,1xA10,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | MMLU-PRO,tiiuae/falcon,1xA10,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | MuSR,tiiuae/falcon,1xA10,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xA10 | float16 | Winogrande,tiiuae/falcon,1xA10,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | ARC-Challenge,tiiuae/falcon,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | BBH,tiiuae/falcon,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | GSM8K,tiiuae/falcon,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | HellaSwag,tiiuae/falcon,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | IFEval,tiiuae/falcon,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | MATH Lvl 5,tiiuae/falcon,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | MMLU,tiiuae/falcon,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | MMLU-PRO,tiiuae/falcon,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | MuSR,tiiuae/falcon,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | bfloat16 | Winogrande,tiiuae/falcon,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | ARC-Challenge,tiiuae/falcon,1xT4,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | BBH,tiiuae/falcon,1xT4,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | GSM8K,tiiuae/falcon,1xT4,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | HellaSwag,tiiuae/falcon,1xT4,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | IFEval,tiiuae/falcon,1xT4,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | MATH Lvl 5,tiiuae/falcon,1xT4,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | MMLU,tiiuae/falcon,1xT4,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | MMLU-PRO,tiiuae/falcon,1xT4,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | MuSR,tiiuae/falcon,1xT4,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
falcon | 1xT4 | float16 | Winogrande,tiiuae/falcon,1xT4,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | ARC-Challenge,google/gemma,1xA10,bfloat16,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | BBH,google/gemma,1xA10,bfloat16,BBH,headroom,2,2,0.78884,,,,,,,,0.151,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | GPQA,google/gemma,1xA10,bfloat16,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | GSM8K,google/gemma,1xA10,bfloat16,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | HellaSwag,google/gemma,1xA10,bfloat16,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | IFEval,google/gemma,1xA10,bfloat16,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | MATH Lvl 5,google/gemma,1xA10,bfloat16,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | MMLU,google/gemma,1xA10,bfloat16,MMLU,retired,2,2,0.46273,,,,,,,,0.518,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | MMLU-PRO,google/gemma,1xA10,bfloat16,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | MuSR,google/gemma,1xA10,bfloat16,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,0.788,,excluded: front shorter than six points
gemma | 1xA10 | bfloat16 | Winogrande,google/gemma,1xA10,bfloat16,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,0.788,,excluded: front shorter than six points
gemma | 1xA10 | float16 | ARC-Challenge,google/gemma,1xA10,float16,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | BBH,google/gemma,1xA10,float16,BBH,headroom,2,2,0.78884,,,,,,,,0.151,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | GPQA,google/gemma,1xA10,float16,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | GSM8K,google/gemma,1xA10,float16,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | HellaSwag,google/gemma,1xA10,float16,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | IFEval,google/gemma,1xA10,float16,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | MATH Lvl 5,google/gemma,1xA10,float16,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | MMLU,google/gemma,1xA10,float16,MMLU,retired,2,2,0.46273,,,,,,,,0.518,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | MMLU-PRO,google/gemma,1xA10,float16,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | MuSR,google/gemma,1xA10,float16,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float16 | Winogrande,google/gemma,1xA10,float16,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,0.438,,excluded: front shorter than six points
gemma | 1xA10 | float32 | ARC-Challenge,google/gemma,1xA10,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | BBH,google/gemma,1xA10,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | GPQA,google/gemma,1xA10,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | GSM8K,google/gemma,1xA10,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | HellaSwag,google/gemma,1xA10,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | IFEval,google/gemma,1xA10,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | MATH Lvl 5,google/gemma,1xA10,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | MMLU,google/gemma,1xA10,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | MMLU-PRO,google/gemma,1xA10,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | MuSR,google/gemma,1xA10,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xA10 | float32 | Winogrande,google/gemma,1xA10,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | ARC-Challenge,google/gemma,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | BBH,google/gemma,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | GPQA,google/gemma,1xT4,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | GSM8K,google/gemma,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | HellaSwag,google/gemma,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | IFEval,google/gemma,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | MATH Lvl 5,google/gemma,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | MMLU,google/gemma,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | MMLU-PRO,google/gemma,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | MuSR,google/gemma,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | bfloat16 | Winogrande,google/gemma,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float16 | ARC-Challenge,google/gemma,1xT4,float16,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | BBH,google/gemma,1xT4,float16,BBH,headroom,2,2,0.78884,,,,,,,,0.151,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | GPQA,google/gemma,1xT4,float16,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | GSM8K,google/gemma,1xT4,float16,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | HellaSwag,google/gemma,1xT4,float16,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | IFEval,google/gemma,1xT4,float16,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | MATH Lvl 5,google/gemma,1xT4,float16,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | MMLU,google/gemma,1xT4,float16,MMLU,retired,2,2,0.46273,,,,,,,,0.518,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | MMLU-PRO,google/gemma,1xT4,float16,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | MuSR,google/gemma,1xT4,float16,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float16 | Winogrande,google/gemma,1xT4,float16,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,0.44,,excluded: front shorter than six points
gemma | 1xT4 | float32 | ARC-Challenge,google/gemma,1xT4,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | BBH,google/gemma,1xT4,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | GPQA,google/gemma,1xT4,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | GSM8K,google/gemma,1xT4,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | HellaSwag,google/gemma,1xT4,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | IFEval,google/gemma,1xT4,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | MATH Lvl 5,google/gemma,1xT4,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | MMLU,google/gemma,1xT4,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | MMLU-PRO,google/gemma,1xT4,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | MuSR,google/gemma,1xT4,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 1xT4 | float32 | Winogrande,google/gemma,1xT4,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | ARC-Challenge,google/gemma,32vCPU-C7i,bfloat16,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | BBH,google/gemma,32vCPU-C7i,bfloat16,BBH,headroom,2,2,0.78884,,,,,,,,0.151,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | GPQA,google/gemma,32vCPU-C7i,bfloat16,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | GSM8K,google/gemma,32vCPU-C7i,bfloat16,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | HellaSwag,google/gemma,32vCPU-C7i,bfloat16,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | IFEval,google/gemma,32vCPU-C7i,bfloat16,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | MATH Lvl 5,google/gemma,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | MMLU,google/gemma,32vCPU-C7i,bfloat16,MMLU,retired,2,2,0.46273,,,,,,,,0.518,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | MMLU-PRO,google/gemma,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | MuSR,google/gemma,32vCPU-C7i,bfloat16,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | bfloat16 | Winogrande,google/gemma,32vCPU-C7i,bfloat16,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,1.091,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | ARC-Challenge,google/gemma,32vCPU-C7i,float16,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | BBH,google/gemma,32vCPU-C7i,float16,BBH,headroom,2,2,0.78884,,,,,,,,0.151,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | GPQA,google/gemma,32vCPU-C7i,float16,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | GSM8K,google/gemma,32vCPU-C7i,float16,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | HellaSwag,google/gemma,32vCPU-C7i,float16,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | IFEval,google/gemma,32vCPU-C7i,float16,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | MATH Lvl 5,google/gemma,32vCPU-C7i,float16,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | MMLU,google/gemma,32vCPU-C7i,float16,MMLU,retired,2,2,0.46273,,,,,,,,0.518,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | MMLU-PRO,google/gemma,32vCPU-C7i,float16,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | MuSR,google/gemma,32vCPU-C7i,float16,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float16 | Winogrande,google/gemma,32vCPU-C7i,float16,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,1.064,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | ARC-Challenge,google/gemma,32vCPU-C7i,float32,ARC-Challenge,retired,2,2,0.5188,,,,,,,,0.282,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | BBH,google/gemma,32vCPU-C7i,float32,BBH,headroom,2,2,0.78884,,,,,,,,0.151,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | GPQA,google/gemma,32vCPU-C7i,float32,GPQA,headroom,2,2,0.95078,,,,,,,,0.044,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | GSM8K,google/gemma,32vCPU-C7i,float32,GSM8K,retired,2,2,0.4818,,,,,,,,0.542,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | HellaSwag,google/gemma,32vCPU-C7i,float32,HellaSwag,retired,2,2,0.23553,,,,,,,,0.471,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | IFEval,google/gemma,32vCPU-C7i,float32,IFEval,headroom,2,2,0.73407,,,,,,,,0.081,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | MATH Lvl 5,google/gemma,32vCPU-C7i,float32,MATH Lvl 5,headroom,2,2,0.92598,,,,,,,,0.046,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | MMLU,google/gemma,32vCPU-C7i,float32,MMLU,retired,2,2,0.46273,,,,,,,,0.518,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | MMLU-PRO,google/gemma,32vCPU-C7i,float32,MMLU-PRO,headroom,2,2,0.78356,,,,,,,,0.202,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | MuSR,google/gemma,32vCPU-C7i,float32,MuSR,headroom,2,2,0.8902,,,,,,,,0.038,1.147,,excluded: front shorter than six points
gemma | 32vCPU-C7i | float32 | Winogrande,google/gemma,32vCPU-C7i,float32,Winogrande,retired,2,2,0.4254,,,,,,,,0.453,1.147,,excluded: front shorter than six points
