task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
Image classification,ImageNet-1k,focalnet_small_srf,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83428,0.001,0.3116429818000498,49.89,8.62,timm
Image classification,ImageNet-1k,resnetv2_50d_evos,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82024,0.001,0.312874471633236,25.59,7.15,timm
Image classification,ImageNet-1k,maxvit_tiny_rw_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8352200000000001,0.001,0.3131488051807338,29.06,5.11,timm
Image classification,ImageNet-1k,legacy_xception,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7905800000000001,0.001,0.3141887646097775,22.86,8.4,timm
Image classification,ImageNet-1k,fastvit_sa36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84028,0.001,0.3146118319217749,31.46,5.59,timm
Image classification,ImageNet-1k,efficientnet_el_pruned,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8028400000000001,0.001,0.3152465858794749,10.59,8.0,timm
Image classification,ImageNet-1k,efficientnet_el,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81308,0.001,0.3152942956956023,10.59,8.0,timm
Image classification,ImageNet-1k,gcvit_tiny,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8340000000000001,0.001,0.3153121905999129,28.22,4.79,timm
Image classification,ImageNet-1k,resnetv2_50d_gn,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8195999999999999,0.001,0.3169351107054342,25.57,7.24,timm
Image classification,ImageNet-1k,coatnet_1_rw_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8362,0.001,0.317017499365965,41.72,8.04,timm
Image classification,ImageNet-1k,vit_base_patch16_rope_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83714,0.001,0.3170687627025673,86.43,17.58,timm
Image classification,ImageNet-1k,vit_small_patch16_384,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8381399999999999,0.001,0.3173202935847356,22.2,15.52,timm
Image classification,ImageNet-1k,tf_efficientnet_el,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80246,0.001,0.3176105522929893,10.59,8.0,timm
Image classification,ImageNet-1k,lambda_resnet50ts,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81184,0.001,0.3176287110944532,21.54,5.07,timm
Image classification,ImageNet-1k,mobilevitv2_200,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8231999999999999,0.001,0.3199191244453402,18.45,7.22,timm
Image classification,ImageNet-1k,swin_small_patch4_window7_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8332999999999999,0.001,0.3202592819146381,49.61,8.77,timm
Image classification,ImageNet-1k,deit3_small_patch16_384,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84846,0.001,0.3216344174557431,22.21,15.52,timm
Image classification,ImageNet-1k,fasternet_l,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83516,0.001,0.3220103751742881,93.47,15.52,timm
Image classification,ImageNet-1k,regnety_080,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83166,0.001,0.3233556556520952,39.18,8.0,timm
Image classification,ImageNet-1k,vit_base_patch16_rope_ape_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8378,0.001,0.3233943470668133,86.59,17.58,timm
Image classification,ImageNet-1k,tf_efficientnetv2_s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83348,0.001,0.3244551586747953,21.46,5.35,timm
Image classification,ImageNet-1k,resnet101,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82796,0.001,0.3267087685366387,44.55,12.95,timm
Image classification,ImageNet-1k,dla102x2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79448,0.001,0.3281755082618184,41.28,9.34,timm
Image classification,ImageNet-1k,mobilenetv4_conv_aa_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8431399999999999,0.001,0.3298240059104462,32.59,7.07,timm
Image classification,ImageNet-1k,vit_betwixt_patch16_rope_reg4_gap_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83906,0.001,0.3298958189003912,60.23,16.52,timm
Image classification,ImageNet-1k,dm_nfnet_f0,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8346800000000001,0.001,0.3314375107717191,71.49,12.62,timm
Image classification,ImageNet-1k,xception41p,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81978,0.001,0.3315111271709835,26.91,9.25,timm
Image classification,ImageNet-1k,hrnet_w18_ssld,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82052,0.001,0.332200529527644,21.3,7.14,timm
Image classification,ImageNet-1k,dpn92,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8003199999999999,0.001,0.3326624640308711,37.67,6.54,timm
Image classification,ImageNet-1k,vit_base_patch16_rpn_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82218,0.001,0.3350431703124947,86.54,17.49,timm
Image classification,ImageNet-1k,densenet161,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.77384,0.001,0.3358195171586982,28.68,7.79,timm
Image classification,ImageNet-1k,focalnet_small_lrf,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8350799999999999,0.001,0.3358488411535735,50.34,8.74,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8339,0.001,0.3374684467002335,11.07,4.2,timm
Image classification,ImageNet-1k,twins_pcpvt_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83158,0.001,0.3396012402237293,60.99,9.84,timm
Image classification,ImageNet-1k,repvgg_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8052800000000001,0.001,0.3410908768423171,110.96,26.21,timm
Image classification,ImageNet-1k,regnety_032,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8272400000000001,0.001,0.343235682781582,19.44,5.29,timm
Image classification,ImageNet-1k,ecaresnet50t,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8237000000000001,0.001,0.3440398535766383,25.57,8.82,timm
Image classification,ImageNet-1k,swinv2_cr_small_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83126,0.001,0.3444000551040088,49.7,9.07,timm
Image classification,ImageNet-1k,regnetz_040,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8364400000000001,0.001,0.344528203078704,27.12,4.06,timm
Image classification,ImageNet-1k,swinv2_cr_small_ns_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8349,0.001,0.3460806367883717,49.7,9.08,timm
Image classification,ImageNet-1k,regnetz_040_h,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8376399999999999,0.001,0.3480609524339902,28.94,4.12,timm
Image classification,ImageNet-1k,flexivit_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84678,0.001,0.3483119063458946,86.59,20.29,timm
Image classification,ImageNet-1k,efficientformer_l7,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83396,0.001,0.3499342123680748,82.23,10.17,timm
Image classification,ImageNet-1k,regnety_080_tv,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8258,0.001,0.3502308020985829,39.38,8.51,timm
Image classification,ImageNet-1k,regnetz_d8,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8354600000000001,0.001,0.3508550337171687,23.37,3.97,timm
Image classification,ImageNet-1k,wide_resnet50_2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8226,0.001,0.3533319200056533,68.88,18.89,timm
Image classification,ImageNet-1k,cait_xxs36_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7975,0.001,0.3536768242650595,17.3,3.77,timm
Image classification,ImageNet-1k,vit_mediumd_patch16_reg4_gap_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8660800000000001,0.001,0.3538132220001062,64.11,17.87,timm
Image classification,ImageNet-1k,efficientvit_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83782,0.001,0.3571505103680793,48.65,5.2,timm
Image classification,ImageNet-1k,ese_vovnet57b,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83298,0.001,0.3575195295042991,38.61,18.26,timm
Image classification,ImageNet-1k,dpn98,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79664,0.001,0.3575578796817735,61.57,11.73,timm
Image classification,ImageNet-1k,eva02_small_patch14_336,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8576999999999999,0.001,0.3587714231386041,22.13,15.48,timm
Image classification,ImageNet-1k,inception_resnet_v2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8043399999999999,0.001,0.3600191530189406,55.84,13.18,timm
Image classification,ImageNet-1k,vit_base_patch16_rope_mixed_ape_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83898,0.001,0.3600891580755395,86.59,17.58,timm
Image classification,ImageNet-1k,legacy_seresnet152,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7866200000000001,0.001,0.3601877298447951,66.82,11.33,timm
Image classification,ImageNet-1k,vit_base_patch16_rope_mixed_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83806,0.001,0.3616113401316265,86.44,17.58,timm
Image classification,ImageNet-1k,efficientvit_l2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85614,0.001,0.3617971186477471,63.71,11.51,timm
Image classification,ImageNet-1k,regnetz_d8_evos,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83404,0.001,0.3618599601954044,23.46,4.5,timm
Image classification,ImageNet-1k,regnetx_120,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79608,0.001,0.3641315825886842,46.11,12.13,timm
Image classification,ImageNet-1k,poolformerv2_m36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82214,0.001,0.3656480929623711,56.08,8.81,timm
Image classification,ImageNet-1k,resnetv2_101,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83002,0.001,0.3667530981467966,44.54,12.94,timm
Image classification,ImageNet-1k,resnetaa101d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84114,0.001,0.3691262780997379,44.57,15.07,timm
Image classification,ImageNet-1k,xcit_tiny_24_p16_384,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8258,0.001,0.3695122807406504,12.12,6.87,timm
Image classification,ImageNet-1k,hiera_small_abswin_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8491200000000001,0.001,0.3714116987256864,34.36,8.29,timm
Image classification,ImageNet-1k,convnext_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8581399999999999,0.001,0.3719311034823909,88.59,15.38,timm
Image classification,ImageNet-1k,coatnet_rmlp_1_rw2_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8493999999999999,0.001,0.3753035267272406,41.72,8.11,timm
Image classification,ImageNet-1k,mobilenetv4_conv_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83418,0.001,0.3753246558272906,32.59,8.75,timm
Image classification,ImageNet-1k,resnext101_64x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82978,0.001,0.3762099853654315,83.46,15.52,timm
Image classification,ImageNet-1k,wide_resnet101_2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82514,0.001,0.3764252400651968,126.89,22.8,timm
Image classification,ImageNet-1k,efficientnet_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82296,0.001,0.3776378000332321,12.23,2.01,timm
Image classification,ImageNet-1k,sequencer2d_m,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82836,0.001,0.3779103823319338,38.31,6.55,timm
Image classification,ImageNet-1k,swinv2_tiny_window16_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82828,0.001,0.3779389477423817,28.35,6.68,timm
Image classification,ImageNet-1k,resnet152d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8316,0.001,0.3806797417468632,60.21,15.41,timm
Image classification,ImageNet-1k,nest_tiny_jx,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81428,0.001,0.3821519741970987,17.06,5.83,timm
Image classification,ImageNet-1k,inception_next_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84098,0.001,0.3824296520655025,86.67,14.85,timm
Image classification,ImageNet-1k,fastvit_ma36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84608,0.001,0.382517423668648,43.98,7.82,timm
Image classification,ImageNet-1k,vit_mediumd_patch16_rope_reg1_gap_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84316,0.001,0.3834899889938373,63.95,17.65,timm
Image classification,ImageNet-1k,hrnet_w40,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.78928,0.001,0.3854351755849943,57.56,12.75,timm
Image classification,ImageNet-1k,resnext101_32x8d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84276,0.001,0.3857369890913579,88.79,16.48,timm
Image classification,ImageNet-1k,tf_efficientnet_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8405400000000001,0.001,0.3869355094586385,12.23,1.87,timm
Image classification,ImageNet-1k,regnety_120,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84994,0.001,0.3875293069038346,51.82,12.14,timm
Image classification,ImageNet-1k,hgnetv2_b6,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.86206,0.001,0.3902758860238302,75.26,16.88,timm
Image classification,ImageNet-1k,twins_svt_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83122,0.001,0.3910083714892336,56.07,8.59,timm
Image classification,ImageNet-1k,convnextv2_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.86752,0.001,0.3937038874321845,88.72,15.38,timm
Image classification,ImageNet-1k,rexnetr_300,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8458199999999999,0.001,0.3939365289464561,34.81,5.59,timm
Image classification,ImageNet-1k,maxvit_tiny_tf_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83426,0.001,0.3950227138060438,30.92,5.6,timm
Image classification,ImageNet-1k,crossvit_base_240,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8221200000000001,0.001,0.3956056128524352,105.03,21.22,timm
Image classification,ImageNet-1k,vit_large_r50_s32_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84434,0.001,0.3989754310929533,328.99,19.58,timm
Image classification,ImageNet-1k,vit_small_r26_s32_384,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8406600000000001,0.001,0.399479079280618,36.47,10.43,timm
Image classification,ImageNet-1k,regnetz_d32,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8343200000000001,0.001,0.399872040946897,27.58,5.98,timm
Image classification,ImageNet-1k,hiera_base_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84528,0.001,0.4000784153694123,51.52,9.4,timm
Image classification,ImageNet-1k,coat_tiny,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7844199999999999,0.001,0.4033542943114944,5.5,4.35,timm
Image classification,ImageNet-1k,regnetz_c16,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82662,0.001,0.4069258784512401,13.46,3.92,timm
Image classification,ImageNet-1k,maxvit_rmlp_tiny_rw_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84226,0.001,0.4091301483915048,29.15,6.77,timm
Image classification,ImageNet-1k,mambaout_base_tall_rw,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8443600000000001,0.001,0.4136590208690976,86.48,16.15,timm
Image classification,ImageNet-1k,convnext_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85324,0.001,0.41395525971553,50.22,14.39,timm
Image classification,ImageNet-1k,xception41,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7855,0.001,0.4146641842104172,26.97,9.28,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8399599999999999,0.001,0.4158643949380985,37.76,7.77,timm
Image classification,ImageNet-1k,resnet101d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8301999999999999,0.001,0.4220210588508366,44.57,16.48,timm
Image classification,ImageNet-1k,regnetz_c16_evos,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8266,0.001,0.4224614292715075,13.49,3.86,timm
Image classification,ImageNet-1k,tf_efficientnet_lite4,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8154,0.001,0.4230422661528113,13.01,4.04,timm
Image classification,ImageNet-1k,caformer_m36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8660599999999999,0.001,0.4242195420974262,56.2,13.29,timm
Image classification,ImageNet-1k,convformer_m36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8615200000000001,0.001,0.4243509552140002,57.05,12.89,timm
Image classification,ImageNet-1k,regnetx_160,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82574,0.001,0.4277214848779069,54.28,15.99,timm
Image classification,ImageNet-1k,pvt_v2_b5,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8376,0.001,0.4289599437204554,81.96,11.76,timm
Image classification,ImageNet-1k,tresnet_xl,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8206,0.001,0.4299836176241685,78.44,15.2,timm
Image classification,ImageNet-1k,pvt_v2_b4,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8371,0.001,0.4314380260847431,62.56,10.14,timm
Image classification,ImageNet-1k,seresnext101_64x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80884,0.001,0.4322193599695718,88.23,15.53,timm
Image classification,ImageNet-1k,swin_s3_small_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8377800000000001,0.001,0.4340937208343281,49.74,9.43,timm
Image classification,ImageNet-1k,xcit_medium_24_p16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84292,0.001,0.4347939511465516,84.4,16.13,timm
